Resource,APTGroup,Entry Point,Language,Library
fe44bb738deedfd0a66dc8f38c17c05b0dd47401,APT 1,20045,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
83c9f863b287086585790cb9d5e8590ae6ec5905,APT 10,56502,['ENGLISH US'],"['urlmon.dll', 'IPHLPAPI.DLL', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
bb10ed5d59672fbc6178e35d0feac0562513e9f0,APT 28,,[],[]
71636e025fa308fc5b8065136f3dd692870cb8a4,APT 28,111660,['ENGLISH US'],"['gdiplus.dll', 'WININET.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll']"
e1a3723f7c643ea12a2e94cb65e62fbb28e7369c,APT 10,7075,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['KERNEL32.dll', 'USER32.dll']"
d45664416b6a10fdd44c25fe48db7e4c81d6f86e,APT 19,8198,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'msvcrt.dll']"
d7f5a152be4a21c0470d097e89832315551be4ba,Gorgon Group,,[],[]
99a150eb6737b2239c4a2c1bd9c7d51f70e7881e,APT 1,9724,[],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll']"
4f92d364ce871c1aebbf3c5d2445c296ef535632,APT 28,14233,['NEUTRAL'],"['SHELL32.dll', 'KERNEL32.dll', 'SHLWAPI.dll']"
d33fd6fe109eed92fcfcabfc49af3e5a68b2fea1,Gorgon Group,,[],[]
5677fcb140d55e2d690ebdce4d5433fec11441a4,Gorgon Group,,[],[]
2a4c8752f3e7fde0139421b8d5713b29c720685d,APT 30,29743,['CHINESE SIMPLIFIED'],"['MPR.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll']"
15c75472f160f082f6905d57a98de94c026e2c56,APT 29,53416,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
d55dcdc3dbd3c68a3dc9afd12df0a57785bf2927,Gorgon Group,,[],[]
ce53f4c743fa5db587fa108a47a8c18a22dc75fc,Dark Hotel,19706,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
71c2407eaa08c7093316b62bc1f8eecaa089f775,APT 19,27160,[],"['IPHLPAPI.DLL', 'DNSAPI.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
80648f7606b36d12f67914907eb86c2fe2c7b26a,APT 1,10927,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
507a166aae06ddf97f8e695e76ee22190defc329,APT 10,9563,"['NEUTRAL', 'ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
d9a2cb3ce4900c7ed92ccaf798b0c1a4d93e6ac2,Energetic Bear,134733,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'USER32.dll']"
af3e232559ef69bdf2ee9cd96434dcec58afbe5a,APT 30,32239,['ENGLISH US'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll']"
648265f28be6112397323f5d6b8f976a8dbea339,Gorgon Group,,[],[]
b96ba089e35d0623d0ae1e4844ca7527014bf503,APT 10,5098,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll']"
8b25d90cc7e3c6742cfa286801c6591f51428b91,Gorgon Group,,[],[]
f7d47c38eca7ec68aa478c06b1ba983d9bf02e15,APT 29,54424,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
4e0174f3adbf95ed4b20bf7b95241ac30115bb79,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
9f3ab8779f2b81cae83f62245afb124266765939,APT 28,23614,[],['ntoskrnl.exe']
65b12b3c93798630068460eac1a349423b063301,Winnti,27041,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
837600e4186404642fca895a064bfe6c048e92c4,Dark Hotel,42968,"['KOREAN', 'NEUTRAL DEFAULT']","['COMDLG32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
25ccea300bfe3dd0f8156e8b12c9d1eb940c370a,APT 1,10940,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
1f4973b741b354f26bc69475382d7ac88ef81aa2,Winnti,26466,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'MFC42u.DLL', 'ADVAPI32.dll', 'SHLWAPI.dll', 'USER32.dll']"
196f2321de6744766a0b809c0ae2c0770f633b3a,APT 1,11536,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
3f7684be0d55f5c3ed1d92a76adb9460f0ae8a55,Winnti,1380139,"['NEUTRAL', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
90b6ff5c3d22315c2749d691d156fd1845c7668e,APT 10,10224,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
daadf23bf09519e77a8d9259164e893bddd6e621,APT 10,17468,['CHINESE SIMPLIFIED'],"['MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll', 'GDI32.dll']"
1362c1ad9d65106ffd818a75f40083caebcfe603,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
9e13d3d88a2908f0b7b65b704a387d9e1b0145f2,Gorgon Group,,[],[]
2b90bc2618b258aea1d9dc7fcd43bd85a7c67240,Gorgon Group,,[],[]
756b785ea640b6ab4ebf963bfb792cece4662f2e,Winnti,16106,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll', 'USER32.dll']"
1afcf477db6534feeae4d346c067ed53482c4643,Dark Hotel,46017,"['NEUTRAL DEFAULT', 'ENGLISH US']","['COMDLG32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
b3128e5361e8d36af38a35d6469838a3fe5b7023,APT 21,23212,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'ole32.dll']"
6325b57d9ca1dcc5820d5d800bde242ab6753bb4,Winnti,18527,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll']"
1b6e078d66b7f649431e26cb89cad3a196de3bd7,Dark Hotel,7564,[],"['WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
239b5d08f68addef459462069af13f4de87270d3,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b033f60a9007d19221beafd6ef31ef357a24b1bd,Winnti,90112,['CHINESE SIMPLIFIED'],"['HAL.dll', 'ntoskrnl.exe']"
b42ee531a714e3b1c015338a5362ec0bd0ee1ff5,Winnti,106887,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['USERENV.dll', 'WININET.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'USER32.dll', 'WTSAPI32.dll']"
1afe62efbb0888e55e46471d5ce6c641c07707d5,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
a2f4fbfb5c74a86c7f2661e91e8636ef0feec4ca,APT 1,6550,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'PSAPI.DLL']"
cc3b6cafdbb88bd8dac122e73d3d0f067cf63091,APT 10,,[],[]
476099ea132bf16fa96a5f618cb44f87446e3b02,APT 29,,[],[]
982d9241147aaacf795174a9dab0e645cf56b922,APT 28,129855,[],"['gdiplus.dll', 'GDI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
338899996aeb3bebae0947bd3747eb0cb1ec1a1a,Dark Hotel,25014,['KOREAN'],"['SHLWAPI.dll', 'iphlpapi.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SETUPAPI.dll', 'WS2_32.dll', 'USER32.dll']"
4bf22a850b047906f63590f078047e110bbc0445,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
f33c980d4b6aaab1dc401226ab452ce840ad4f40,APT 29,392031,[],"['IPHLPAPI.DLL', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'ole32.dll', 'USER32.dll']"
2bfd12ad6238754f8a399e1a3a01f74281b1f637,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
738f76c43612b19d8477693259b0670a21c9489c,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
53ccc33153c8f323c5251f1700c687859d7408c1,APT 30,24086,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
a94087a37a0e224d7a1cfbbc94698838ed587dbb,Dark Hotel,12410,[],"['iphlpapi.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
6b631396013ddfd8c946772d3cd4919495298d40,APT 29,6499,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll']"
27e2bb26a20079a67e34c93aa55fb681575f90a3,Winnti,18512,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
21bed5bb1040aae19747df33a174657f5023d3b3,Dark Hotel,9762,['KOREAN'],"['SHELL32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
3559749ddb882d9f472de237bca24ae179310c9e,APT 10,25317,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
0d3e36ac8f19f1eb5854c3ed3a9167c8d1b33600,APT 1,22738,[],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
049e5a2814d5bc245a932f03f6c27fd9d80273d3,Gorgon Group,,[],[]
c2ee282a3e1205cf19ff28a9e811e5dcd565558a,Gorgon Group,58830,['NEUTRAL'],['mscoree.dll']
9865e24aadb4480bd3c182e50e0e53316546fc01,APT 30,49952,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
3c9a93967dbe5053fa8b71b2de4a72a8f6b07432,Dark Hotel,1163856,"['JAPANESE DEFAULT', 'NEUTRAL', 'ENGLISH US']","['DINPUT.DLL', 'VERSION.DLL', 'WINMM.DLL', 'GDI32.DLL', 'ADVAPI32.DLL', 'KERNEL32.DLL', 'OLEAUT32.DLL', 'SHELL32.DLL', 'OLE32.DLL', 'COMCTL32.DLL', 'PSAPI.DLL', 'USER32.DLL', 'MSIMG32.DLL']"
a99d49f18fe19a80f38bd5e557f5652258cc75b4,Gorgon Group,,[],[]
94d095bd808cd737d52c2359028e89d126b74af5,Gorgon Group,5092,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
478f27a3165a89fdc27bef345d3c31c3502daf75,APT 1,4918,['CHINESE SIMPLIFIED'],['KERNEL32.dll']
a0330f36c183deff03523c8aed0816b1c1883848,APT 1,11782,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
cfba1e6e1d06ab905ff07e7b7b6d3779f807a53b,Winnti,27105,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
516ec3584073a1c05c0d909b8b6c15ecb10933f1,APT 28,7238,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
59e31e7ea7d2d7db9a1cf3212ab8f1fa8bad3303,Gorgon Group,,[],[]
ccb29875222527af4e58b9dd8994c3c7ef617fd8,APT 29,35307,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'USER32.dll']"
ec250d2fb7169496a6236e90a27cdaf5279bd594,Dark Hotel,1064479,"['KOREAN', 'ENGLISH US']","['SHLWAPI.dll', 'COMDLG32.dll', 'COMCTL32.dll', 'IPHLPAPI.DLL', 'OLEAUT32.dll', 'WINMM.dll', 'oledlg.dll', 'WININET.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'WINSPOOL.DRV', 'ADVAPI32.dll', 'ole32.dll', 'MSIMG32.dll', 'OLEACC.dll', 'USER32.dll', 'IMM32.dll']"
8ed42f81a8df1fbc67564ec8fe30f06c9e737ea8,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
6f1dfb7fc2367f5787b076deb44f37704a682caa,APT 28,,[],[]
0752a823474184bfaabd0f93b4fe0c1dfd38e83f,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
daf42bbbba63ce4997a95b9919fa968ba4987930,Energetic Bear,140178,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
5512e0a18cebf5b388c6c7cb4a2395c96c421db0,Energetic Bear,140178,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
58cb7959a72b924386b544847c45ac4f9c0bc204,Gorgon Group,,[],[]
50c65a668a0a140d233331e11567b02d0abb5e80,Winnti,9233,[],"['KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
f5d4bcaa273e33091f76552022d53236cd5965f7,Dark Hotel,78416,['JAPANESE DEFAULT'],"['SHELL32.dll', 'KERNEL32.DLL', 'GDI32.dll', 'USER32.dll']"
99b454262dc26b081600e844371982a49d334e5e,APT 28,637135,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'USER32.dll']"
7394ea20c3d510c938ef83a2d0195b767cd99ed7,APT 28,57556,"['NEUTRAL', 'ENGLISH US']","['shell32.dll', 'kernel32.dll', 'oleaut32.dll', 'user32.dll', 'wininet.dll']"
e0be423b622a5a53bd07300bfd821f0529a18ea9,APT 1,5315,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
4af90a7cac0a842e1d962c592c100f372d45e8a3,Gorgon Group,,[],[]
b3f201ce874c5b599b52cf41634e5094b07bc2a8,APT 28,4736,[],"['KERNEL32.dll', 'msvcrt.dll']"
d70af9deeab81d6cb9263583703049311e4459bd,APT 1,32216,[],"['comdlg32.dll', 'urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
0105f16ef34abde2f42d511c954184df1658c4cd,Winnti,13886,[],"['HAL.dll', 'ntoskrnl.exe']"
ea020daa609e7075f709f668e19f7a59543b4a98,Gorgon Group,,[],[]
76b915e16576583b04aa08ec7d505d4fec5d29dd,Gorgon Group,,[],[]
7a8576804a2bbe4e5d05d1718f90b6a4332df027,APT 30,49200,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
638a178409cb9cca912c61c87f55721143acedf3,APT 10,7508,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
b865cf3341518093ac0a285dba58fc9669fc8b6c,Gorgon Group,,[],[]
16094cda354c54432e1b136a90d1b1cdd550ef29,Winnti,1347680,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.DLL', 'WININET.dll', 'USER32.dll']"
547b526aecaabbe75f510cfa20a538f60c32a2e2,APT 21,,[],[]
1e7fc0d0db8762b4df47c9e550b0054368d29a7f,Gorgon Group,488456,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'comctl32.dll', 'user32.dll', 'winspool.drv']"
549e81bcd74c557b36d747f6234248dcf9b508a9,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
743e12658871907d28535b80b6b41d736673a826,Gorgon Group,369390,['NEUTRAL'],['mscoree.dll']
1575d96fcc99ea391caabf568192031ae039c95b,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
e95e2c166be39a4d9cd671531b376b1a8ceb4a55,APT 29,4096,[],[]
02f55947402689ec755356ab6b0345a592446da7,APT 29,152149,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'USER32.dll']"
e2ac8bcca2170ac9d10efcb6d8405f5eda5c57eb,Dark Hotel,8325,[],"['HAL.dll', 'ntoskrnl.exe']"
60dbdb788380917cd451700e358f27622da485ca,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
9f5b46ee0591d3f942ccaa9c950a8bff94aa7a0f,APT 29,17813,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'imagehlp.dll']"
0cfca7bd4964abb241af2b047da9e71eba09e8a0,APT 10,5360,"['NEUTRAL', 'ENGLISH US']","['WS2_32.dll', 'KERNEL32.dll', 'msvcr100.dll']"
01b4d310e510b3b77fc1a19be35d4f92afbffa76,Dark Hotel,6618,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
9404794c6521bbbcc4afe9bd87d9a26beff904e6,APT 30,24150,['CHINESE SIMPLIFIED'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'SHLWAPI.dll']"
ac63ee9205498ae8ec61559adb516d290a3a98ac,Gorgon Group,,[],[]
87b7b3c0d35a35542ea4f60c3321752c7e950fcf,Dark Hotel,10845,[],"['iphlpapi.dll', 'WININET.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
548ae86f67b89023165ce9000f88b3f7d9f0bdfe,APT 1,14511,['CHINESE SIMPLIFIED'],"['urlmon.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll', 'USER32.dll', 'USERENV.dll']"
9d4954347141b3d992acb9d95ed0fb9ba11e129d,Gorgon Group,,[],[]
32b0c8c46f8baaba0159967c5602f58dd73ebde9,APT 29,49251,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
b5f1021281bba4133d0288bcc653a8e2d7566964,Gorgon Group,,[],[]
909d369c42125e84e0650f7e1183abe740486f58,APT 29,12300,[],[]
b00fa08c86dba7d4065018e7234b850d2a541799,Dark Hotel,12119,['KOREAN'],"['comdlg32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
f77568aec3db309ad399f0e8763532eb41c2cc80,Gorgon Group,,[],[]
cbdb36a21d131256344554fe23ac4a1052074362,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
3a2fd066ef95008860db4e93dd75cd09d9b8affb,Gorgon Group,,[],[]
80ff3b195cb11e6161cfc9d829095da1ebe61a01,Equation Group,54299,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
3a433e05a4e19799da80815050717be54d8f596b,Gorgon Group,,[],[]
75574885f36c950cf9c5c19a53d921a48e930862,Winnti,1814413,['ENGLISH US'],"['IPHLPAPI.DLL', 'GDI32.dll', 'DNSAPI.dll', 'SHELL32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'VERSION.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
022db29693b4f08e3e79f696414e7eec1e13e50c,APT 1,60438,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll']"
4628803dd29250c24a6a4135b9425c082e8be531,Gorgon Group,,[],[]
4adfb93a1fdc82458ab769ae193d4236d1532179,APT 1,10940,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
353873cb8c667fde94a5f8cfdeada34268aecac1,APT 1,14387,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
5152c1db948cb8d353b025030304fcdb3cbf2abc,Gorgon Group,,[],[]
b30b480a4fb895628f2d1a98c3ed8a3730e76ec6,Gorgon Group,4692,"['CHINESE TRADITIONAL', 'NEUTRAL']",['MSVBVM60.DLL']
7fbb5a2e46facd3ee0c945f324414210c2199ffb,APT 28,7352,[],['KERNEL32.dll']
e4f032ef7c7996a3828f2ebab361102b50387833,APT 1,9774,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll']"
88c1d6807a7a2b5aba9c1e9d9fd0bf69ab2aa36a,APT 1,8967,['ENGLISH US'],"['KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll', 'USER32.dll']"
b99e326aaa27d55b1433f816cdab975d4a4d38c3,Dark Hotel,51848,['ENGLISH US'],"['comdlg32.dll', 'OLEPRO32.DLL', 'iphlpapi.dll', 'OLEAUT32.dll', 'oledlg.dll', 'WININET.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
7b6577c364a91edcfed3b45ebdf6478a42258058,APT 21,12558,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
aae5a09d26f26cef112b7fd3f003fb5026215256,Energetic Bear,140274,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
538a6b33d002cc0162bcded612b62d25daaef11c,APT 1,13202,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'SHELL32.dll', 'USERENV.dll']"
70034e017c2622dd9b3ff965c56cf4ffb980dcdd,APT 30,30735,['CHINESE SIMPLIFIED'],"['MPR.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll']"
e96af17666d488fd2c8212c82e1f4f2a79798b8a,Dark Hotel,1581648,"['JAPANESE DEFAULT', 'ENGLISH US']","['vcomp.dll', 'comdlg32.dll', 'd3dx9_32.dll', 'WINMM.dll', 'MSVFW32.dll', 'GDI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'AVIFIL32.dll', 'SHELL32.dll', 'DSOUND.dll', 'ole32.dll', 'MSIMG32.dll', 'd3d9.dll', 'USER32.dll', 'COMCTL32.dll']"
2482482f64d49bd1fcf7f995291d1c22824c2e92,APT 21,6692,"['NEUTRAL', 'ENGLISH US']","['SHELL32.dll', 'KERNEL32.dll']"
dcffc3d0873ee6874a81142c25e02a2a86f4a6d8,Winnti,17556,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'PSAPI.DLL']"
46d4e1b66d9b460913522df3c5fd220502b9e435,APT 1,66194,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'urlmon.dll']"
80c1066fc898928b7f2d0b25abdeca016126d26c,Winnti,5088,[],[]
56e2479d5b2132a5957ca4a19110644f70ec5021,Winnti,1900050,['ENGLISH US'],"['SHLWAPI.dll', 'VERSION.dll', 'GDI32.dll', 'DNSAPI.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'AVICAP32.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
400c164ae374b46e70ca9794786f0e577b5e73f1,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
